session_id,date,region,channel,experiment_group,pages_visited,time_on_site_min,product_views,purchase_prob,purchase_success,amount_spent,ad_impressions,clicks,days_since_last_purchase,satisfaction_rating
272,2025-02-02,Perú,Retail,UX Test,2,1.49,1,0.13,0,0.0,19,2,19.1,2.6
273,2025-01-01,México,Online,UX Test,4,3.89,4,0.14,1,47.59,23,4,107.5,2.7
274,2025-02-02,Perú,Online,UX Test,1,3.2,1,0.13,0,0.0,24,2,101.3,2.9
275,2025-02-17,México,Online,UX Test,5,17.34,1,0.14,0,0.0,18,4,25.4,2.6
276,2025-01-15,Colombia,Online,UX Test,5,5.96,6,0.14,0,0.0,15,2,9.8,2.2
277,2025-02-23,Chile,Online,Control,4,9.62,5,0.11,0,0.0,12,1,37.7,2.1
278,2025-01-27,Colombia,Retail,Discount Test,6,3.5,8,0.16,0,0.0,21,1,3.0,2.4
279,2025-02-26,México,Online,Control,5,0.34,6,0.11,0,0.0,22,2,94.7,2.8
280,2025-01-03,Colombia,Online,Discount Test,2,7.3,3,0.15,0,0.0,20,2,1.9,2.6
281,2025-03-20,Chile,Retail,UX Test,11,17.17,10,0.15,0,0.0,24,1,2.8,2.5
282,2025-01-02,México,Online,UX Test,6,2.91,7,0.14,0,0.0,23,2,23.1,2.6
283,2025-01-12,Colombia,Marketplace,Discount Test,4,3.47,1,0.16,0,0.0,22,2,21.1,2.1
284,2025-03-11,México,Online,Control,4,0.1,7,0.11,0,0.0,14,0,9.1,2.9
285,2025-01-05,Colombia,Marketplace,Discount Test,3,0.7,2,0.16,0,0.0,23,4,123.7,2.4
286,2025-03-05,México,Retail,Discount Test,8,7.05,6,0.17,0,0.0,21,3,26.7,2.6
287,2025-03-28,México,Online,Discount Test,3,4.73,4,0.16,0,0.0,21,2,8.5,2.6
288,2025-03-19,Colombia,Online,Control,5,0.15,3,0.11,0,0.0,19,4,12.5,2.6
289,2025-03-05,México,Online,Control,5,3.99,7,0.11,0,0.0,29,2,1.2,2.2
290,2025-03-27,Chile,Online,UX Test,4,1.14,5,0.14,0,0.0,23,1,13.9,2.4
291,2025-02-08,Colombia,Retail,UX Test,7,9.84,8,0.14,0,0.0,24,2,29.9,2.8
292,2025-03-19,Chile,Retail,Discount Test,7,2.79,4,0.16,1,54.65,16,1,9.1,2.2
293,2025-02-01,Perú,Online,Control,5,2.37,0,0.11,0,0.0,20,3,78.6,2.9
294,2025-03-24,Colombia,Online,Control,4,3.12,3,0.11,0,0.0,18,2,84.8,2.8
295,2025-01-14,Colombia,Online,Discount Test,3,4.11,0,0.16,1,76.97,20,2,90.8,2.7
296,2025-03-25,Perú,Retail,UX Test,6,3.55,9,0.14,0,0.0,26,5,48.2,2.3
297,2025-03-16,Perú,Marketplace,Discount Test,5,1.0,4,0.16,1,71.94,10,1,6.5,2.5
298,2025-03-17,Colombia,Online,Control,5,1.65,5,0.11,0,0.0,24,2,1.3,2.4
299,2025-01-12,Perú,Online,Control,4,3.44,1,0.11,0,0.0,18,1,2.8,2.9
300,2025-02-23,Colombia,Marketplace,UX Test,6,0.8,3,0.14,0,0.0,31,5,5.2,2.7
301,2025-01-02,Colombia,Online,Discount Test,5,2.7,7,0.16,0,0.0,25,5,17.7,2.7
302,2025-03-06,Perú,Marketplace,Control,2,4.04,2,0.1,0,0.0,19,1,16.5,2.5
303,2025-01-01,Chile,Online,Control,8,1.66,9,0.12,0,0.0,21,3,12.8,2.7
304,2025-01-08,México,Online,UX Test,3,1.36,5,0.14,0,0.0,18,3,0.6,3.0
305,2025-01-21,México,Retail,UX Test,9,0.1,8,0.15,0,0.0,18,2,13.3,3.0
306,2025-03-19,Colombia,Retail,Control,4,3.94,1,0.11,0,0.0,18,0,45.2,2.4
307,2025-02-02,Perú,Retail,Discount Test,5,2.49,4,0.16,0,0.0,19,2,1.1,2.6
308,2025-02-18,Perú,Marketplace,Control,5,3.72,3,0.11,0,0.0,15,3,7.7,2.4
309,2025-02-20,México,Online,Discount Test,6,1.04,7,0.16,0,0.0,18,2,31.4,2.3
310,2025-01-21,México,Marketplace,Discount Test,6,0.87,1,0.16,0,0.0,17,2,14.0,2.5
311,2025-02-20,Colombia,Online,Control,6,3.16,6,0.11,0,0.0,16,3,18.8,2.3
312,2025-02-28,Colombia,Online,UX Test,3,5.13,2,0.14,0,0.0,18,5,65.4,2.4
313,2025-01-27,Chile,Marketplace,UX Test,4,0.2,5,0.14,0,0.0,30,3,46.1,2.6
314,2025-02-07,Colombia,Online,Control,4,0.16,3,0.11,0,0.0,18,2,12.9,2.4
315,2025-02-10,Perú,Online,UX Test,4,1.74,3,0.14,0,0.0,24,1,23.8,2.6
316,2025-03-24,Chile,Retail,Control,6,7.37,5,0.11,0,0.0,28,3,52.1,2.6
317,2025-02-22,México,Online,Discount Test,2,0.05,0,0.15,0,0.0,17,3,27.3,2.5
318,2025-03-26,Chile,Marketplace,Discount Test,2,0.36,0,0.15,0,0.0,28,2,6.0,2.4
319,2025-02-19,Colombia,Online,Control,6,0.8,2,0.11,0,0.0,18,1,32.0,2.5
320,2025-02-14,Perú,Online,Discount Test,7,7.07,7,0.16,0,0.0,20,1,6.2,2.7
321,2025-01-01,Chile,Marketplace,UX Test,7,0.19,12,0.14,0,0.0,25,2,61.7,2.7
322,2025-02-12,Colombia,Online,UX Test,6,2.66,5,0.14,0,0.0,21,2,34.6,2.5
323,2025-03-24,Perú,Marketplace,Control,4,3.02,6,0.11,0,0.0,18,3,39.7,2.9
324,2025-01-18,Chile,Online,Discount Test,10,1.82,9,0.17,0,0.0,21,1,82.9,2.6
325,2025-01-05,México,Online,UX Test,3,11.01,4,0.14,0,0.0,22,7,38.5,2.6
326,2025-02-06,Colombia,Online,Discount Test,4,0.12,4,0.16,0,0.0,16,2,7.4,2.3
327,2025-02-03,Colombia,Online,Discount Test,8,0.3,8,0.17,0,0.0,17,2,33.6,2.6
328,2025-03-18,México,Marketplace,Discount Test,2,5.36,2,0.15,0,0.0,21,0,2.3,2.3
329,2025-01-03,Perú,Online,Control,6,4.55,6,0.11,1,64.93,19,0,21.1,1.8
330,2025-03-23,México,Online,UX Test,5,5.34,3,0.14,0,0.0,21,4,65.7,2.7
331,2025-03-02,México,Retail,Control,3,1.53,6,0.11,0,0.0,23,3,1.8,2.5
332,2025-03-22,Colombia,Retail,UX Test,6,9.32,6,0.14,0,0.0,23,1,13.2,2.5
333,2025-02-24,Colombia,Online,Discount Test,7,1.54,3,0.16,0,0.0,22,1,26.2,2.7
334,2025-03-14,Chile,Online,Control,4,1.4,5,0.11,0,0.0,23,1,28.7,2.6
335,2025-01-30,Colombia,Online,UX Test,3,0.79,5,0.14,0,0.0,21,1,60.2,2.9
336,2025-02-01,Perú,Online,Discount Test,1,4.67,0,0.15,0,0.0,13,0,26.8,2.5
337,2025-02-04,México,Retail,Control,8,2.59,8,0.12,0,0.0,20,2,8.9,2.5
338,2025-03-09,Chile,Online,Discount Test,4,3.94,8,0.16,0,0.0,27,2,39.3,2.4
339,2025-02-02,Chile,Online,Control,0,3.6,0,0.1,0,0.0,15,3,30.4,2.2
340,2025-01-22,Perú,Marketplace,Control,4,4.5,5,0.11,0,0.0,22,2,1.3,2.8
341,2025-03-25,México,Marketplace,Control,4,1.16,9,0.11,0,0.0,16,5,45.2,2.5
342,2025-03-22,Colombia,Online,Control,4,3.49,5,0.11,0,0.0,21,1,9.7,2.5
343,2025-02-01,Perú,Retail,UX Test,10,11.06,10,0.15,0,0.0,22,3,15.7,2.5
344,2025-02-26,Colombia,Online,UX Test,6,4.59,7,0.14,0,0.0,14,1,37.3,2.4
345,2025-01-25,Chile,Online,Discount Test,2,2.49,0,0.15,0,0.0,28,3,74.8,2.6
346,2025-01-19,Colombia,Online,UX Test,4,3.57,6,0.14,1,25.84,20,1,8.1,2.4
347,2025-01-30,México,Online,UX Test,3,0.87,2,0.14,0,0.0,23,5,47.9,2.8
348,2025-01-30,Chile,Marketplace,Control,7,0.33,5,0.11,0,0.0,16,0,5.2,1.8
349,2025-03-20,Perú,Online,Discount Test,5,3.74,4,0.16,1,41.41,15,1,17.7,2.3
350,2025-03-15,Colombia,Online,UX Test,3,2.49,0,0.14,0,0.0,15,4,50.2,2.2
351,2025-03-05,Chile,Retail,UX Test,1,0.24,0,0.13,1,52.78,8,3,30.2,2.7
352,2025-03-27,Perú,Marketplace,Discount Test,5,1.38,3,0.16,0,0.0,18,3,3.6,2.4
353,2025-02-07,Chile,Online,Discount Test,9,4.53,6,0.17,0,0.0,17,3,35.2,2.6
354,2025-01-22,Perú,Retail,Control,8,5.9,9,0.12,0,0.0,26,2,46.6,2.6
355,2025-01-11,México,Online,UX Test,11,1.61,10,0.15,0,0.0,22,3,13.4,2.4
356,2025-01-27,Chile,Online,UX Test,4,1.03,7,0.14,0,0.0,29,1,87.3,2.5
357,2025-01-13,Colombia,Online,Control,7,2.62,6,0.11,0,0.0,17,1,40.4,2.7
358,2025-01-09,Chile,Retail,Control,8,5.26,8,0.12,0,0.0,25,3,0.0,2.6
359,2025-02-23,Chile,Online,Control,2,1.15,2,0.1,0,0.0,20,0,68.7,3.1
360,2025-02-02,Chile,Online,UX Test,12,3.92,13,0.15,0,0.0,15,1,7.3,2.9
361,2025-02-20,Chile,Online,Control,6,2.02,8,0.11,0,0.0,21,4,18.0,1.9
362,2025-01-18,México,Online,Discount Test,6,5.81,3,0.16,1,76.59,30,6,13.2,2.4
363,2025-03-02,México,Marketplace,UX Test,5,1.42,8,0.14,0,0.0,15,0,9.9,2.8
364,2025-01-20,Chile,Marketplace,Control,5,0.05,5,0.11,0,0.0,19,1,37.6,2.7
365,2025-01-25,Perú,Marketplace,Discount Test,4,6.62,0,0.16,0,0.0,23,1,0.2,2.4
366,2025-03-08,Chile,Retail,Control,7,3.1,7,0.11,0,0.0,13,1,4.4,2.9
367,2025-02-19,Perú,Retail,Discount Test,5,0.2,6,0.16,0,0.0,16,2,27.5,2.7
368,2025-01-30,Colombia,Marketplace,UX Test,2,3.84,0,0.13,0,0.0,14,1,30.2,2.6
369,2025-02-18,México,Retail,Control,8,1.54,9,0.12,0,0.0,21,4,4.3,2.8
370,2025-03-03,Perú,Marketplace,Control,7,2.64,5,0.11,0,0.0,16,2,68.0,2.4
371,2025-03-23,Colombia,Online,Discount Test,4,0.34,4,0.16,0,0.0,27,6,11.4,2.8
372,2025-02-21,Colombia,Marketplace,UX Test,2,0.67,4,0.13,1,51.14,21,2,22.4,2.8
373,2025-01-21,Colombia,Online,Control,9,2.15,6,0.12,0,0.0,25,4,41.1,2.5
374,2025-03-08,Colombia,Online,Discount Test,8,8.04,3,0.17,0,0.0,15,0,54.3,2.4
375,2025-03-11,Perú,Marketplace,Control,6,5.16,0,0.11,0,0.0,25,2,14.7,2.3
376,2025-01-18,Perú,Marketplace,Control,7,1.41,5,0.11,0,0.0,20,2,3.0,2.5
377,2025-03-15,Perú,Online,Control,7,3.83,5,0.11,0,0.0,21,3,91.5,2.6
378,2025-02-11,Perú,Online,Control,6,1.22,9,0.11,0,0.0,14,2,70.1,2.5
379,2025-03-11,Chile,Retail,Control,4,0.67,4,0.11,0,0.0,24,3,14.7,2.3
380,2025-01-22,Perú,Marketplace,Discount Test,5,2.52,5,0.16,1,61.71,17,1,3.6,2.8
381,2025-01-30,México,Online,UX Test,3,0.08,7,0.14,0,0.0,11,2,3.6,2.3
382,2025-03-26,Perú,Marketplace,Control,8,0.82,6,0.12,0,0.0,24,4,11.7,1.8
383,2025-02-28,México,Online,Control,7,6.95,7,0.11,0,0.0,15,1,4.6,2.7
384,2025-03-10,Chile,Online,Control,5,0.94,4,0.11,0,0.0,23,3,12.5,2.5
385,2025-03-03,México,Online,UX Test,5,0.56,4,0.14,1,90.76,24,2,18.0,3.3
386,2025-01-19,México,Retail,UX Test,7,9.89,8,0.14,0,0.0,20,1,6.4,2.5
387,2025-02-11,Chile,Marketplace,UX Test,7,2.36,6,0.14,0,0.0,19,1,118.4,2.6
388,2025-03-13,Perú,Marketplace,Discount Test,7,10.07,5,0.16,0,0.0,18,1,2.0,2.3
389,2025-03-02,Chile,Online,Control,1,3.38,0,0.1,0,0.0,21,2,53.9,2.5
390,2025-01-01,Perú,Marketplace,UX Test,10,1.59,9,0.15,0,0.0,22,3,4.2,2.5
391,2025-01-08,México,Online,UX Test,2,3.89,2,0.13,0,0.0,29,2,24.2,2.3
392,2025-01-31,Perú,Online,Discount Test,2,6.63,1,0.15,0,0.0,21,3,50.3,2.6
393,2025-03-26,Perú,Retail,Control,3,2.08,5,0.11,0,0.0,22,3,5.9,2.3
394,2025-02-13,Perú,Online,Control,6,4.1,6,0.11,0,0.0,14,2,31.5,2.7
395,2025-01-25,México,Retail,Control,3,0.65,7,0.11,0,0.0,16,0,19.9,2.8
396,2025-02-02,México,Retail,Control,7,0.2,7,0.11,0,0.0,23,3,38.3,2.6
397,2025-01-19,Perú,Online,Control,7,3.13,7,0.11,0,0.0,13,1,10.7,3.1
398,2025-02-07,Colombia,Retail,Control,5,2.64,3,0.11,0,0.0,20,1,40.8,2.3
399,2025-01-20,Colombia,Online,Discount Test,3,2.65,3,0.16,0,0.0,27,4,27.1,2.7
400,2025-03-17,Perú,Retail,Discount Test,3,1.67,2,0.16,0,0.0,19,2,10.0,2.7
401,2025-02-10,Chile,Online,Discount Test,5,0.63,2,0.16,0,0.0,23,1,119.8,2.5
402,2025-01-25,Chile,Online,UX Test,6,1.19,7,0.14,0,0.0,19,1,4.2,2.6
403,2025-03-25,Perú,Marketplace,Control,3,3.47,0,0.11,0,0.0,23,1,31.7,2.9
404,2025-01-28,México,Online,Discount Test,6,0.66,4,0.16,0,0.0,22,2,3.9,2.3
405,2025-03-22,Chile,Retail,Discount Test,6,0.33,7,0.16,0,0.0,13,0,49.3,3.0
406,2025-01-04,Chile,Online,Discount Test,1,1.59,0,0.15,0,0.0,23,4,38.6,2.7
407,2025-03-04,Perú,Retail,Discount Test,5,1.39,3,0.16,0,0.0,16,1,33.1,2.8
408,2025-02-13,México,Online,UX Test,7,0.39,5,0.14,0,0.0,21,1,99.0,2.6
409,2025-02-09,Perú,Marketplace,UX Test,7,1.08,6,0.14,0,0.0,15,3,19.0,2.7
410,2025-01-04,Perú,Online,Control,5,3.61,6,0.11,0,0.0,16,2,15.2,2.4
411,2025-01-04,México,Marketplace,Discount Test,6,12.16,1,0.16,0,0.0,20,2,40.4,2.6
412,2025-01-30,Colombia,Online,UX Test,5,1.51,2,0.14,0,0.0,18,0,58.6,2.6
413,2025-03-26,México,Marketplace,UX Test,7,5.57,5,0.14,0,0.0,25,3,16.2,2.1
414,2025-02-24,Chile,Online,Discount Test,4,6.18,3,0.16,0,0.0,16,3,8.3,3.0
415,2025-02-02,Chile,Retail,Control,2,2.48,2,0.1,0,0.0,17,0,7.0,2.9
416,2025-02-24,México,Marketplace,Discount Test,7,1.85,4,0.16,0,0.0,17,0,0.2,2.4
417,2025-01-19,Perú,Online,UX Test,3,4.09,2,0.14,0,0.0,24,5,9.9,2.7
418,2025-01-15,Colombia,Online,Control,4,0.14,4,0.11,0,0.0,11,2,9.2,3.1
419,2025-02-02,Colombia,Online,Control,5,0.63,5,0.11,0,0.0,22,3,13.0,2.5
420,2025-03-18,Chile,Online,UX Test,3,3.54,3,0.14,0,0.0,11,1,0.7,2.7
421,2025-02-15,Chile,Marketplace,Control,5,3.63,2,0.11,0,0.0,27,8,11.2,2.8
422,2025-01-27,México,Online,Control,4,3.76,5,0.11,0,0.0,22,4,11.2,2.2
423,2025-03-26,Chile,Marketplace,Discount Test,5,0.03,3,0.16,0,0.0,24,2,32.8,2.3
424,2025-03-14,Colombia,Retail,Control,5,4.53,3,0.11,0,0.0,18,2,5.9,2.4
425,2025-01-29,Chile,Marketplace,UX Test,4,3.52,2,0.14,1,46.82,24,0,35.3,2.5
426,2025-03-28,Perú,Marketplace,Control,8,6.96,10,0.12,0,0.0,20,2,26.7,2.4
427,2025-03-29,Perú,Retail,Control,3,0.03,2,0.11,0,0.0,17,1,20.2,2.5
428,2025-02-06,Perú,Online,Discount Test,6,2.16,5,0.16,0,0.0,23,2,25.4,2.4
429,2025-02-28,Chile,Online,Discount Test,7,7.85,7,0.16,1,52.48,16,0,15.4,2.9
430,2025-02-06,Chile,Retail,UX Test,6,4.63,4,0.14,1,63.75,29,2,30.7,2.4
431,2025-01-23,Chile,Online,Control,6,2.79,11,0.11,0,0.0,24,3,69.0,2.4
432,2025-01-08,México,Marketplace,Control,10,0.01,7,0.12,0,0.0,21,3,69.4,2.6
433,2025-01-24,Chile,Retail,Control,6,2.37,9,0.11,1,50.81,20,2,26.9,2.7
434,2025-01-25,Chile,Retail,Control,4,2.88,5,0.11,0,0.0,19,1,4.7,2.7
435,2025-02-05,México,Online,Discount Test,6,11.05,7,0.16,1,36.5,26,4,16.7,2.9
436,2025-01-17,México,Retail,UX Test,0,1.21,2,0.13,0,0.0,17,2,38.4,2.6
437,2025-03-26,Perú,Retail,Discount Test,6,1.87,5,0.16,0,0.0,16,0,3.3,2.6
438,2025-01-10,Colombia,Retail,Discount Test,6,7.44,7,0.16,0,0.0,26,5,6.4,2.6
439,2025-02-25,Perú,Online,Discount Test,6,0.47,4,0.16,1,54.14,22,0,49.9,2.1
440,2025-02-09,Colombia,Marketplace,UX Test,6,1.39,6,0.14,1,30.41,31,2,14.7,3.1
441,2025-02-07,Colombia,Retail,UX Test,6,0.62,4,0.14,0,0.0,23,2,8.4,2.5
442,2025-02-03,Perú,Retail,Control,4,2.54,0,0.11,0,0.0,19,0,57.3,3.0
443,2025-03-19,Chile,Online,Control,8,0.2,9,0.12,0,0.0,19,1,7.1,2.7
444,2025-01-25,Perú,Online,Control,5,3.75,3,0.11,0,0.0,26,1,24.9,2.3
445,2025-01-02,Chile,Retail,Control,3,9.11,4,0.11,0,0.0,22,1,13.8,3.0
446,2025-03-23,México,Online,Discount Test,8,0.37,6,0.17,0,0.0,16,3,7.6,2.5
447,2025-03-18,Colombia,Marketplace,UX Test,7,4.86,3,0.14,0,0.0,17,1,30.0,2.5
448,2025-01-25,Chile,Online,Control,2,10.59,1,0.1,1,62.01,18,0,30.3,2.5
449,2025-02-16,Colombia,Online,Discount Test,6,2.74,4,0.16,0,0.0,23,0,26.9,2.1
450,2025-01-10,Colombia,Marketplace,Discount Test,5,2.54,2,0.16,0,0.0,23,2,40.1,2.6
451,2025-01-09,México,Marketplace,Control,7,1.71,7,0.11,0,0.0,17,1,54.3,2.6
452,2025-03-16,Chile,Retail,UX Test,3,6.03,3,0.14,0,0.0,20,3,9.5,2.1
453,2025-02-06,Perú,Retail,Discount Test,4,8.84,2,0.16,1,78.23,31,6,21.6,2.2
454,2025-02-28,México,Marketplace,Control,6,4.51,3,0.11,0,0.0,23,2,35.6,2.8
455,2025-03-25,Chile,Online,UX Test,6,0.41,5,0.14,0,0.0,17,2,54.6,3.0
456,2025-01-22,Perú,Online,UX Test,8,0.25,5,0.15,0,0.0,25,2,30.9,2.1
457,2025-01-02,Chile,Retail,UX Test,5,0.47,6,0.14,1,68.42,15,0,76.4,2.7
458,2025-01-03,Colombia,Online,Discount Test,7,2.81,9,0.16,0,0.0,18,1,22.5,2.6
459,2025-03-05,México,Retail,Control,5,3.77,5,0.11,0,0.0,14,3,24.8,2.9
460,2025-03-24,México,Online,Control,5,3.46,1,0.11,0,0.0,19,4,16.3,2.7
461,2025-02-11,Perú,Online,Control,3,1.35,5,0.11,0,0.0,15,1,11.1,2.4
462,2025-02-03,México,Online,Discount Test,2,1.2,1,0.15,0,0.0,19,3,138.2,2.1
463,2025-02-18,Chile,Marketplace,Discount Test,6,2.39,7,0.16,0,0.0,23,0,10.1,2.5
464,2025-03-18,Colombia,Marketplace,Control,2,0.16,0,0.1,0,0.0,24,3,12.5,2.3
465,2025-02-28,Chile,Marketplace,UX Test,3,1.71,0,0.14,0,0.0,17,1,23.7,2.6
466,2025-01-21,Colombia,Online,Control,4,0.16,4,0.11,0,0.0,22,1,6.6,2.3
467,2025-03-10,Perú,Marketplace,Control,3,12.77,5,0.11,0,0.0,29,5,31.5,2.6
468,2025-01-12,Perú,Marketplace,UX Test,7,0.07,2,0.14,1,43.53,26,2,74.9,2.1
469,2025-01-15,México,Retail,Control,4,0.02,8,0.11,0,0.0,18,2,47.3,2.0
470,2025-02-24,México,Marketplace,Control,5,1.91,4,0.11,0,0.0,21,3,0.4,2.3
471,2025-01-22,México,Retail,Control,2,3.93,0,0.1,0,0.0,18,0,19.3,2.6
472,2025-03-04,Colombia,Online,Control,2,0.29,5,0.1,0,0.0,14,3,3.4,2.5
473,2025-02-01,Perú,Marketplace,UX Test,6,3.57,6,0.14,0,0.0,23,1,10.0,2.4
474,2025-01-25,Perú,Retail,Control,6,1.03,6,0.11,0,0.0,18,1,18.7,2.7
475,2025-03-30,Chile,Online,Control,8,7.66,10,0.12,0,0.0,21,2,2.6,2.5
476,2025-01-04,México,Online,Discount Test,5,0.65,6,0.16,0,0.0,21,2,7.1,2.6
477,2025-02-27,Colombia,Online,UX Test,7,0.72,7,0.14,0,0.0,18,1,25.4,2.5
478,2025-01-04,Colombia,Marketplace,Control,6,1.43,8,0.11,0,0.0,23,3,88.7,3.0
479,2025-03-09,Colombia,Online,Control,0,5.74,0,0.1,0,0.0,21,2,5.4,2.6
480,2025-01-21,México,Retail,UX Test,6,0.65,9,0.14,0,0.0,19,3,7.1,2.6
481,2025-01-08,Perú,Marketplace,UX Test,3,8.02,0,0.14,1,59.53,16,1,18.7,3.3
482,2025-02-27,México,Retail,UX Test,5,2.13,1,0.14,0,0.0,16,0,30.0,2.8
483,2025-03-07,Chile,Online,UX Test,8,4.86,9,0.15,0,0.0,19,3,49.8,2.6
484,2025-03-02,México,Online,Control,4,0.16,5,0.11,0,0.0,23,0,13.5,2.5
485,2025-01-05,México,Marketplace,Control,7,0.26,5,0.11,0,0.0,18,3,26.6,3.2
486,2025-01-27,México,Online,Control,6,3.85,6,0.11,0,0.0,20,0,60.1,2.1
487,2025-02-10,México,Online,Discount Test,9,1.15,9,0.17,0,0.0,23,1,0.6,2.5
488,2025-01-26,Perú,Retail,Discount Test,2,0.59,3,0.15,1,73.98,19,3,19.1,2.9
489,2025-03-14,Colombia,Online,Discount Test,4,0.9,0,0.16,0,0.0,22,1,91.4,2.7
490,2025-01-12,México,Retail,UX Test,7,0.1,9,0.14,0,0.0,21,1,60.4,2.8
491,2025-02-24,Perú,Online,Control,9,1.98,9,0.12,0,0.0,21,2,9.9,2.1
492,2025-03-29,México,Marketplace,Control,5,0.94,4,0.11,0,0.0,13,1,5.5,2.6
493,2025-03-22,Chile,Online,UX Test,7,2.12,7,0.14,0,0.0,27,2,63.2,2.4
494,2025-01-20,Perú,Online,Control,5,1.83,6,0.11,1,49.82,20,2,17.2,2.5
495,2025-01-01,Perú,Marketplace,Control,4,4.32,5,0.11,0,0.0,17,2,2.9,2.7
496,2025-03-29,Perú,Online,Discount Test,8,9.32,5,0.17,0,0.0,20,2,4.3,2.7
497,2025-03-20,Chile,Online,UX Test,5,0.65,5,0.14,0,0.0,21,4,64.8,2.7
498,2025-03-23,México,Retail,Control,6,1.73,4,0.11,1,55.23,23,4,57.3,2.5
499,2025-02-06,Perú,Marketplace,Control,4,3.47,2,0.11,0,0.0,17,3,11.5,2.4
500,2025-03-08,Colombia,Online,Control,4,1.31,6,0.11,0,0.0,23,2,47.8,2.9
501,2025-01-19,Chile,Online,UX Test,4,5.08,5,0.14,0,0.0,21,3,10.0,2.7
502,2025-02-04,Perú,Online,Control,4,5.07,3,0.11,0,0.0,18,1,5.8,2.6
503,2025-03-17,Colombia,Online,UX Test,4,17.33,6,0.14,0,0.0,18,3,4.8,2.8
504,2025-01-12,Colombia,Retail,UX Test,2,3.05,0,0.13,0,0.0,14,1,32.3,2.5
505,2025-03-21,Chile,Online,Control,6,1.34,5,0.11,0,0.0,29,5,17.6,2.5
506,2025-02-14,Perú,Online,UX Test,8,3.85,7,0.15,1,54.98,17,4,29.8,2.8
507,2025-02-07,Chile,Online,Control,3,4.47,0,0.11,0,0.0,21,1,18.3,2.5
508,2025-01-28,Colombia,Online,Control,7,6.22,6,0.11,0,0.0,29,2,41.0,2.4
509,2025-03-23,Colombia,Online,UX Test,7,3.6,7,0.14,0,0.0,19,3,29.5,2.7
510,2025-02-16,Chile,Marketplace,Discount Test,6,0.04,6,0.16,0,0.0,14,3,29.9,2.7
511,2025-03-13,Colombia,Online,UX Test,7,2.06,6,0.14,0,0.0,28,2,2.3,2.6
512,2025-03-18,México,Retail,Control,5,4.05,2,0.11,0,0.0,21,2,5.3,2.9
513,2025-03-24,Perú,Marketplace,Discount Test,6,4.58,5,0.16,1,66.12,18,2,8.4,2.6
514,2025-01-28,Chile,Retail,UX Test,5,0.09,4,0.14,0,0.0,28,0,20.2,2.7
515,2025-01-31,Colombia,Online,UX Test,3,4.36,2,0.14,0,0.0,23,0,57.1,3.0
516,2025-02-22,Colombia,Online,UX Test,1,1.29,0,0.13,0,0.0,20,2,7.4,2.4
517,2025-02-09,México,Retail,Discount Test,4,0.72,2,0.16,0,0.0,14,2,119.1,2.8
518,2025-03-25,Chile,Online,UX Test,5,1.4,3,0.14,0,0.0,24,5,62.9,2.5
519,2025-02-05,Perú,Marketplace,Discount Test,15,10.87,20,0.18,0,0.0,22,0,6.9,2.7
520,2025-02-12,Chile,Online,Discount Test,3,0.72,2,0.16,1,63.78,24,3,10.9,1.8
521,2025-02-24,México,Online,Control,3,0.51,3,0.11,0,0.0,23,1,24.5,2.6
522,2025-02-06,Colombia,Online,Control,6,3.35,4,0.11,0,0.0,19,1,20.6,2.6
523,2025-03-30,Perú,Online,UX Test,3,3.41,2,0.14,0,0.0,20,2,15.2,2.3
524,2025-01-09,Perú,Online,Control,2,0.26,2,0.1,0,0.0,31,3,35.1,2.5
525,2025-01-20,Perú,Online,Discount Test,5,4.59,2,0.16,0,0.0,23,4,29.1,2.7
526,2025-01-29,México,Online,Control,8,0.27,7,0.12,0,0.0,20,1,72.6,2.8
527,2025-01-14,Perú,Online,Discount Test,5,10.03,2,0.16,0,0.0,13,3,0.1,2.5
528,2025-01-26,Chile,Retail,Discount Test,4,1.38,6,0.16,0,0.0,15,2,14.4,2.7
529,2025-03-11,Colombia,Marketplace,Control,4,5.5,3,0.11,1,47.17,14,0,23.9,2.3
530,2025-02-16,Chile,Online,Control,7,1.25,6,0.11,0,0.0,33,1,78.8,2.5
531,2025-01-04,Colombia,Retail,Control,1,1.73,0,0.1,0,0.0,19,1,7.7,2.5
532,2025-03-29,Perú,Marketplace,Discount Test,3,0.42,2,0.16,0,0.0,24,2,67.6,2.7
533,2025-02-24,Chile,Marketplace,Discount Test,7,1.07,14,0.16,0,0.0,20,4,24.4,2.8
534,2025-01-06,Perú,Online,UX Test,3,14.81,6,0.14,0,0.0,21,4,76.0,2.5
535,2025-02-28,Perú,Online,Control,3,6.09,4,0.11,0,0.0,16,1,25.7,2.6
536,2025-02-03,México,Retail,Control,8,0.96,10,0.12,0,0.0,17,1,9.7,2.6
537,2025-01-13,México,Online,UX Test,3,1.02,2,0.14,1,55.4,26,0,22.3,2.3
538,2025-02-20,México,Online,Control,2,0.91,1,0.1,0,0.0,25,2,9.2,2.6
539,2025-03-06,Chile,Marketplace,Discount Test,7,0.57,8,0.16,1,59.81,22,3,51.6,2.6
540,2025-03-01,Chile,Marketplace,Discount Test,3,1.44,2,0.16,0,0.0,25,2,5.4,2.6
541,2025-01-23,Chile,Online,Control,8,3.0,7,0.12,0,0.0,22,1,4.3,2.5
542,2025-02-16,México,Retail,Control,2,7.89,0,0.1,0,0.0,15,1,36.5,2.6
543,2025-02-17,Colombia,Retail,UX Test,4,0.22,3,0.14,0,0.0,20,4,53.8,2.3
